130/1000: 0.954 | 0.878 | 0.786 | 0.718 | 0.626 | 
131/1000: 0.955 | 0.871 | 0.780 | 0.712 | 0.621 | 
132/1000: 0.955 | 0.872 | 0.782 | 0.714 | 0.617 | 
133/1000: 0.955 | 0.873 | 0.784 | 0.716 | 0.619 | 
134/1000: 0.956 | 0.874 | 0.785 | 0.719 | 0.622 | 
135/1000: 0.956 | 0.875 | 0.787 | 0.721 | 0.625 | 
136/1000: 0.956 | 0.876 | 0.788 | 0.723 | 0.620 | 
137/1000: 0.957 | 0.877 | 0.790 | 0.725 | 0.623 | 
138/1000: 0.957 | 0.878 | 0.791 | 0.727 | 0.626 | 
139/1000: 0.957 | 0.879 | 0.793 | 0.729 | 0.629 | 
140/1000: 0.957 | 0.879 | 0.787 | 0.723 | 0.624 | 
141/1000: 0.958 | 0.880 | 0.789 | 0.718 | 0.620 | 
142/1000: 0.958 | 0.881 | 0.790 | 0.720 | 0.615 | 
143/1000: 0.958 | 0.882 | 0.792 | 0.715 | 0.611 | 
144/1000: 0.959 | 0.883 | 0.793 | 0.717 | 0.614 | 
145/1000: 0.959 | 0.884 | 0.795 | 0.719 | 0.616 | 
146/1000: 0.959 | 0.884 | 0.796 | 0.714 | 0.612 | 
147/1000: 0.959 | 0.885 | 0.797 | 0.716 | 0.615 | 
148/1000: 0.960 | 0.879 | 0.792 | 0.711 | 0.611 | 
149/1000: 0.960 | 0.880 | 0.793 | 0.713 | 0.607 | 
150/1000: 0.960 | 0.881 | 0.795 | 0.715 | 0.609 | 
151/1000: 0.961 | 0.882 | 0.796 | 0.717 | 0.605 | 
152/1000: 0.961 | 0.882 | 0.797 | 0.719 | 0.608 | 
153/1000: 0.961 | 0.883 | 0.799 | 0.721 | 0.610 | 
154/1000: 0.961 | 0.884 | 0.800 | 0.723 | 0.613 | 
155/1000: 0.962 | 0.885 | 0.801 | 0.724 | 0.615 | 
156/1000: 0.962 | 0.885 | 0.803 | 0.726 | 0.618 | 
157/1000: 0.962 | 0.886 | 0.804 | 0.722 | 0.614 | 
158/1000: 0.962 | 0.887 | 0.805 | 0.723 | 0.616 | 
159/1000: 0.963 | 0.887 | 0.806 | 0.725 | 0.619 | 
160/1000: 0.963 | 0.888 | 0.807 | 0.720 | 0.615 | 
161/1000: 0.963 | 0.889 | 0.809 | 0.722 | 0.617 | 
162/1000: 0.963 | 0.890 | 0.810 | 0.724 | 0.613 | 
163/1000: 0.963 | 0.890 | 0.811 | 0.726 | 0.616 | 
164/1000: 0.964 | 0.891 | 0.812 | 0.727 | 0.618 | 
165/1000: 0.964 | 0.892 | 0.813 | 0.729 | 0.620 | 
166/1000: 0.964 | 0.892 | 0.814 | 0.731 | 0.623 | 
167/1000: 0.964 | 0.887 | 0.810 | 0.726 | 0.619 | 
168/1000: 0.964 | 0.888 | 0.811 | 0.728 | 0.621 | 
169/1000: 0.965 | 0.888 | 0.812 | 0.729 | 0.624 | 
170/1000: 0.965 | 0.889 | 0.813 | 0.731 | 0.626 | 
171/1000: 0.965 | 0.890 | 0.814 | 0.727 | 0.622 | 
172/1000: 0.965 | 0.890 | 0.815 | 0.728 | 0.624 | 
173/1000: 0.966 | 0.885 | 0.810 | 0.724 | 0.621 | 
174/1000: 0.960 | 0.880 | 0.806 | 0.720 | 0.617 | 
175/1000: 0.960 | 0.881 | 0.801 | 0.716 | 0.614 | 
176/1000: 0.960 | 0.881 | 0.802 | 0.718 | 0.616 | 
177/1000: 0.961 | 0.882 | 0.803 | 0.719 | 0.612 | 
178/1000: 0.961 | 0.883 | 0.804 | 0.721 | 0.615 | 
179/1000: 0.961 | 0.883 | 0.806 | 0.722 | 0.617 | 
180/1000: 0.961 | 0.884 | 0.807 | 0.718 | 0.613 | 
181/1000: 0.962 | 0.885 | 0.808 | 0.720 | 0.610 | 
182/1000: 0.962 | 0.885 | 0.809 | 0.721 | 0.612 | 
183/1000: 0.962 | 0.886 | 0.810 | 0.717 | 0.609 | 
184/1000: 0.962 | 0.881 | 0.805 | 0.714 | 0.605 | 
185/1000: 0.962 | 0.882 | 0.806 | 0.715 | 0.608 | 
186/1000: 0.963 | 0.882 | 0.807 | 0.717 | 0.610 | 
187/1000: 0.963 | 0.883 | 0.809 | 0.713 | 0.606 | 
188/1000: 0.963 | 0.884 | 0.810 | 0.714 | 0.608 | 
189/1000: 0.963 | 0.884 | 0.811 | 0.716 | 0.611 | 
190/1000: 0.963 | 0.885 | 0.812 | 0.717 | 0.613 | 
191/1000: 0.964 | 0.885 | 0.812 | 0.719 | 0.615 | 
192/1000: 0.964 | 0.886 | 0.813 | 0.720 | 0.617 | 
193/1000: 0.964 | 0.887 | 0.814 | 0.722 | 0.619 | 
194/1000: 0.964 | 0.887 | 0.815 | 0.723 | 0.621 | 
195/1000: 0.964 | 0.888 | 0.816 | 0.724 | 0.622 | 
196/1000: 0.964 | 0.888 | 0.817 | 0.726 | 0.624 | 
197/1000: 0.965 | 0.889 | 0.818 | 0.727 | 0.626 | 
198/1000: 0.965 | 0.889 | 0.819 | 0.729 | 0.623 | 
199/1000: 0.965 | 0.890 | 0.820 | 0.730 | 0.625 | 
200/1000: 0.965 | 0.891 | 0.821 | 0.731 | 0.627 | 
201/1000: 0.965 | 0.891 | 0.822 | 0.733 | 0.629 | 
202/1000: 0.966 | 0.892 | 0.823 | 0.734 | 0.631 | 
203/1000: 0.966 | 0.892 | 0.824 | 0.735 | 0.632 | 
204/1000: 0.966 | 0.893 | 0.824 | 0.737 | 0.634 | 
205/1000: 0.966 | 0.893 | 0.825 | 0.738 | 0.636 | 
206/1000: 0.966 | 0.894 | 0.826 | 0.739 | 0.638 | 
207/1000: 0.966 | 0.894 | 0.827 | 0.740 | 0.639 | 
208/1000: 0.967 | 0.890 | 0.823 | 0.737 | 0.636 | 
209/1000: 0.967 | 0.890 | 0.824 | 0.738 | 0.638 | 
210/1000: 0.967 | 0.891 | 0.825 | 0.739 | 0.640 | 
211/1000: 0.967 | 0.892 | 0.821 | 0.736 | 0.637 | 
212/1000: 0.967 | 0.892 | 0.822 | 0.732 | 0.634 | 
213/1000: 0.967 | 0.893 | 0.822 | 0.734 | 0.636 | 
214/1000: 0.967 | 0.893 | 0.823 | 0.735 | 0.637 | 
215/1000: 0.968 | 0.894 | 0.824 | 0.736 | 0.639 | 
216/1000: 0.968 | 0.894 | 0.825 | 0.737 | 0.641 | 
217/1000: 0.968 | 0.894 | 0.826 | 0.739 | 0.642 | 
218/1000: 0.968 | 0.895 | 0.826 | 0.740 | 0.644 | 
219/1000: 0.968 | 0.895 | 0.827 | 0.741 | 0.641 | 
220/1000: 0.968 | 0.896 | 0.828 | 0.742 | 0.643 | 
221/1000: 0.968 | 0.896 | 0.829 | 0.743 | 0.644 | 
222/1000: 0.969 | 0.897 | 0.830 | 0.744 | 0.646 | 
223/1000: 0.969 | 0.897 | 0.830 | 0.746 | 0.647 | 
224/1000: 0.969 | 0.898 | 0.831 | 0.742 | 0.644 | 
225/1000: 0.969 | 0.898 | 0.832 | 0.743 | 0.646 | 
226/1000: 0.969 | 0.899 | 0.833 | 0.744 | 0.648 | 
227/1000: 0.969 | 0.899 | 0.833 | 0.746 | 0.649 | 
228/1000: 0.969 | 0.900 | 0.834 | 0.747 | 0.651 | 
229/1000: 0.970 | 0.900 | 0.835 | 0.748 | 0.652 | 
230/1000: 0.970 | 0.900 | 0.835 | 0.749 | 0.649 | 
231/1000: 0.970 | 0.901 | 0.836 | 0.750 | 0.651 | 
232/1000: 0.970 | 0.897 | 0.833 | 0.747 | 0.648 | 
233/1000: 0.970 | 0.897 | 0.833 | 0.748 | 0.650 | 
234/1000: 0.970 | 0.898 | 0.834 | 0.749 | 0.647 | 
235/1000: 0.970 | 0.894 | 0.831 | 0.746 | 0.644 | 
236/1000: 0.970 | 0.895 | 0.831 | 0.747 | 0.646 | 
237/1000: 0.971 | 0.895 | 0.832 | 0.748 | 0.647 | 
238/1000: 0.971 | 0.895 | 0.833 | 0.749 | 0.649 | 
239/1000: 0.971 | 0.896 | 0.833 | 0.750 | 0.650 | 
240/1000: 0.971 | 0.896 | 0.834 | 0.751 | 0.651 | 
241/1000: 0.971 | 0.897 | 0.835 | 0.752 | 0.653 | 
242/1000: 0.971 | 0.897 | 0.835 | 0.753 | 0.654 | 
243/1000: 0.971 | 0.898 | 0.836 | 0.754 | 0.656 | 
244/1000: 0.971 | 0.898 | 0.837 | 0.755 | 0.657 | 
245/1000: 0.972 | 0.898 | 0.837 | 0.756 | 0.659 | 
246/1000: 0.972 | 0.899 | 0.838 | 0.757 | 0.660 | 
247/1000: 0.972 | 0.899 | 0.839 | 0.758 | 0.661 | 
248/1000: 0.972 | 0.900 | 0.839 | 0.759 | 0.663 | 
249/1000: 0.972 | 0.900 | 0.840 | 0.760 | 0.664 | 
250/1000: 0.972 | 0.900 | 0.841 | 0.761 | 0.665 | 
251/1000: 0.972 | 0.901 | 0.841 | 0.762 | 0.667 | 
252/1000: 0.968 | 0.897 | 0.838 | 0.759 | 0.664 | 
253/1000: 0.969 | 0.898 | 0.839 | 0.760 | 0.665 | 
254/1000: 0.969 | 0.898 | 0.839 | 0.761 | 0.667 | 
255/1000: 0.969 | 0.898 | 0.840 | 0.758 | 0.664 | 
256/1000: 0.969 | 0.895 | 0.837 | 0.755 | 0.661 | 
257/1000: 0.969 | 0.895 | 0.837 | 0.752 | 0.659 | 
258/1000: 0.969 | 0.896 | 0.838 | 0.753 | 0.660 | 
259/1000: 0.969 | 0.896 | 0.838 | 0.754 | 0.662 | 
260/1000: 0.969 | 0.897 | 0.839 | 0.751 | 0.659 | 
261/1000: 0.969 | 0.897 | 0.840 | 0.748 | 0.656 | 
262/1000: 0.970 | 0.897 | 0.840 | 0.749 | 0.658 | 
263/1000: 0.970 | 0.898 | 0.841 | 0.750 | 0.659 | 
264/1000: 0.970 | 0.894 | 0.838 | 0.747 | 0.657 | 
265/1000: 0.970 | 0.895 | 0.838 | 0.748 | 0.654 | 
266/1000: 0.970 | 0.895 | 0.839 | 0.749 | 0.655 | 
267/1000: 0.970 | 0.896 | 0.836 | 0.746 | 0.653 | 
268/1000: 0.970 | 0.896 | 0.836 | 0.747 | 0.651 | 
269/1000: 0.970 | 0.896 | 0.837 | 0.748 | 0.652 | 
270/1000: 0.970 | 0.897 | 0.838 | 0.745 | 0.649 | 
271/1000: 0.971 | 0.897 | 0.838 | 0.746 | 0.651 | 
272/1000: 0.971 | 0.897 | 0.839 | 0.747 | 0.652 | 
273/1000: 0.971 | 0.898 | 0.839 | 0.748 | 0.653 | 
274/1000: 0.971 | 0.898 | 0.840 | 0.749 | 0.655 | 
275/1000: 0.971 | 0.899 | 0.841 | 0.750 | 0.656 | 
276/1000: 0.971 | 0.899 | 0.841 | 0.751 | 0.657 | 
277/1000: 0.971 | 0.896 | 0.838 | 0.748 | 0.655 | 
278/1000: 0.971 | 0.896 | 0.839 | 0.749 | 0.656 | 
279/1000: 0.971 | 0.896 | 0.839 | 0.746 | 0.654 | 
280/1000: 0.972 | 0.897 | 0.840 | 0.747 | 0.655 | 
281/1000: 0.972 | 0.897 | 0.840 | 0.748 | 0.656 | 
282/1000: 0.972 | 0.898 | 0.841 | 0.749 | 0.657 | 
283/1000: 0.972 | 0.898 | 0.842 | 0.750 | 0.658 | 
284/1000: 0.972 | 0.898 | 0.842 | 0.751 | 0.660 | 
285/1000: 0.972 | 0.899 | 0.843 | 0.752 | 0.661 | 
286/1000: 0.972 | 0.899 | 0.840 | 0.749 | 0.659 | 
287/1000: 0.972 | 0.899 | 0.840 | 0.750 | 0.660 | 
288/1000: 0.972 | 0.900 | 0.837 | 0.747 | 0.657 | 
289/1000: 0.972 | 0.900 | 0.838 | 0.748 | 0.659 | 
290/1000: 0.973 | 0.900 | 0.838 | 0.749 | 0.660 | 
291/1000: 0.973 | 0.901 | 0.839 | 0.750 | 0.661 | 
292/1000: 0.973 | 0.901 | 0.840 | 0.751 | 0.662 | 
293/1000: 0.973 | 0.901 | 0.840 | 0.748 | 0.660 | 
294/1000: 0.973 | 0.902 | 0.841 | 0.749 | 0.661 | 
295/1000: 0.973 | 0.902 | 0.841 | 0.747 | 0.659 | 
296/1000: 0.973 | 0.902 | 0.842 | 0.747 | 0.660 | 
297/1000: 0.973 | 0.903 | 0.842 | 0.748 | 0.661 | 
298/1000: 0.973 | 0.903 | 0.843 | 0.749 | 0.662 | 
299/1000: 0.973 | 0.903 | 0.843 | 0.750 | 0.663 | 
300/1000: 0.973 | 0.904 | 0.844 | 0.751 | 0.664 | 
301/1000: 0.974 | 0.904 | 0.844 | 0.752 | 0.666 | 
302/1000: 0.974 | 0.904 | 0.845 | 0.752 | 0.667 | 
303/1000: 0.974 | 0.905 | 0.842 | 0.750 | 0.664 | 
304/1000: 0.974 | 0.905 | 0.843 | 0.751 | 0.666 | 
305/1000: 0.974 | 0.905 | 0.843 | 0.752 | 0.667 | 
306/1000: 0.974 | 0.906 | 0.844 | 0.752 | 0.668 | 
307/1000: 0.974 | 0.906 | 0.844 | 0.753 | 0.669 | 
308/1000: 0.974 | 0.906 | 0.845 | 0.754 | 0.670 | 
309/1000: 0.974 | 0.906 | 0.845 | 0.755 | 0.671 | 
310/1000: 0.974 | 0.907 | 0.846 | 0.756 | 0.672 | 
311/1000: 0.974 | 0.907 | 0.846 | 0.756 | 0.673 | 
312/1000: 0.974 | 0.907 | 0.847 | 0.757 | 0.671 | 
313/1000: 0.975 | 0.908 | 0.847 | 0.758 | 0.672 | 
314/1000: 0.975 | 0.908 | 0.848 | 0.759 | 0.673 | 
315/1000: 0.972 | 0.905 | 0.845 | 0.756 | 0.671 | 
316/1000: 0.972 | 0.905 | 0.845 | 0.757 | 0.672 | 
317/1000: 0.972 | 0.906 | 0.846 | 0.758 | 0.673 | 
318/1000: 0.972 | 0.906 | 0.846 | 0.759 | 0.674 | 
319/1000: 0.972 | 0.906 | 0.847 | 0.759 | 0.675 | 
320/1000: 0.972 | 0.907 | 0.847 | 0.760 | 0.676 | 
321/1000: 0.972 | 0.907 | 0.848 | 0.761 | 0.677 | 
322/1000: 0.969 | 0.904 | 0.845 | 0.759 | 0.675 | 
323/1000: 0.969 | 0.904 | 0.846 | 0.759 | 0.676 | 
324/1000: 0.969 | 0.905 | 0.846 | 0.757 | 0.674 | 
325/1000: 0.969 | 0.905 | 0.847 | 0.758 | 0.675 | 
326/1000: 0.969 | 0.905 | 0.847 | 0.758 | 0.676 | 
327/1000: 0.970 | 0.905 | 0.848 | 0.759 | 0.674 | 
328/1000: 0.970 | 0.906 | 0.848 | 0.760 | 0.675 | 
329/1000: 0.970 | 0.903 | 0.845 | 0.758 | 0.673 | 
330/1000: 0.970 | 0.903 | 0.846 | 0.758 | 0.674 | 
331/1000: 0.970 | 0.904 | 0.846 | 0.756 | 0.672 | 
332/1000: 0.970 | 0.904 | 0.847 | 0.757 | 0.673 | 
333/1000: 0.970 | 0.904 | 0.847 | 0.757 | 0.674 | 
334/1000: 0.970 | 0.904 | 0.848 | 0.758 | 0.675 | 
335/1000: 0.970 | 0.905 | 0.848 | 0.759 | 0.676 | 
336/1000: 0.970 | 0.905 | 0.849 | 0.760 | 0.677 | 
337/1000: 0.970 | 0.905 | 0.849 | 0.760 | 0.675 | 
338/1000: 0.971 | 0.906 | 0.847 | 0.758 | 0.673 | 
339/1000: 0.971 | 0.906 | 0.847 | 0.759 | 0.674 | 
340/1000: 0.971 | 0.906 | 0.848 | 0.760 | 0.674 | 
341/1000: 0.971 | 0.906 | 0.848 | 0.760 | 0.675 | 
342/1000: 0.971 | 0.907 | 0.848 | 0.761 | 0.676 | 
343/1000: 0.971 | 0.907 | 0.849 | 0.762 | 0.677 | 
344/1000: 0.971 | 0.907 | 0.849 | 0.762 | 0.678 | 
345/1000: 0.971 | 0.908 | 0.850 | 0.760 | 0.676 | 
346/1000: 0.971 | 0.908 | 0.850 | 0.761 | 0.677 | 
347/1000: 0.971 | 0.905 | 0.848 | 0.759 | 0.675 | 
348/1000: 0.971 | 0.903 | 0.845 | 0.756 | 0.673 | 
349/1000: 0.971 | 0.903 | 0.846 | 0.754 | 0.671 | 
350/1000: 0.972 | 0.903 | 0.846 | 0.755 | 0.672 | 
351/1000: 0.972 | 0.903 | 0.847 | 0.756 | 0.673 | 
352/1000: 0.972 | 0.904 | 0.847 | 0.756 | 0.674 | 
353/1000: 0.972 | 0.904 | 0.847 | 0.757 | 0.675 | 
354/1000: 0.972 | 0.904 | 0.848 | 0.758 | 0.676 | 
355/1000: 0.972 | 0.904 | 0.848 | 0.756 | 0.674 | 
356/1000: 0.972 | 0.905 | 0.849 | 0.756 | 0.675 | 
357/1000: 0.972 | 0.905 | 0.849 | 0.757 | 0.676 | 
358/1000: 0.972 | 0.905 | 0.850 | 0.758 | 0.677 | 
359/1000: 0.972 | 0.906 | 0.850 | 0.758 | 0.678 | 
360/1000: 0.972 | 0.906 | 0.850 | 0.759 | 0.679 | 
361/1000: 0.972 | 0.906 | 0.851 | 0.760 | 0.677 | 
362/1000: 0.972 | 0.906 | 0.851 | 0.760 | 0.675 | 
363/1000: 0.973 | 0.907 | 0.852 | 0.761 | 0.676 | 
364/1000: 0.973 | 0.907 | 0.852 | 0.762 | 0.677 | 
365/1000: 0.973 | 0.907 | 0.852 | 0.762 | 0.678 | 
366/1000: 0.973 | 0.907 | 0.853 | 0.763 | 0.676 | 
367/1000: 0.973 | 0.908 | 0.851 | 0.761 | 0.674 | 
368/1000: 0.973 | 0.908 | 0.851 | 0.762 | 0.675 | 
369/1000: 0.973 | 0.908 | 0.851 | 0.762 | 0.676 | 
370/1000: 0.973 | 0.908 | 0.852 | 0.763 | 0.677 | 
371/1000: 0.973 | 0.909 | 0.852 | 0.763 | 0.675 | 
372/1000: 0.973 | 0.909 | 0.853 | 0.764 | 0.673 | 
373/1000: 0.973 | 0.909 | 0.853 | 0.765 | 0.674 | 
374/1000: 0.973 | 0.909 | 0.853 | 0.765 | 0.675 | 
375/1000: 0.973 | 0.910 | 0.851 | 0.763 | 0.673 | 
376/1000: 0.973 | 0.910 | 0.849 | 0.761 | 0.671 | 
377/1000: 0.974 | 0.910 | 0.849 | 0.762 | 0.672 | 
